map_creation_id,M0,M1,M2,M3,M4,M5,M6
1512381557292.521,8,8,0,8,0,0,8
1512381557292.530,6,6,0,6,0,0,6
1512381557292.538,4,4,0,4,0,0,4
1512381557292.546,2,2,0,2,0,0,2
1512381557292.554,0,0,0,0,0,0,0
1512381557292.562,0,0,0,0,0,0,0
1512381557292.570,0,2,0,2,0,0,2
1512381557292.578,0,4,0,4,0,0,4
1512381557292.586,0,6,0,6,0,0,6
1512381557292.594,0,8,0,8,0,0,8
1512381557292.602,0,10,0,10,0,0,10
1512381557292.610,0,10,0,10,0,0,10
1512381557292.619,0,8,0,8,0,0,8
1512381557292.627,0,6,0,6,0,0,6
1512381557292.635,0,4,0,4,0,0,4
1512381557292.645,0,2,0,2,0,0,2
1512381557292.653,0,0,0,0,0,0,0
1512381557292.661,0,0,0,0,0,0,0
1512381557292.669,2,0,0,2,0,0,2
1512381557292.677,4,0,0,4,0,0,4
1512381557292.685,6,0,0,6,0,0,6
1512381557292.693,8,0,0,8,0,0,8
1512381557292.701,10,0,0,10,0,0,10
1512381557292.710,10,0,0,10,0,0,10
1512381557292.718,8,0,0,8,0,0,8
1512381557292.726,6,0,0,6,0,0,6
1512381557292.734,4,0,0,4,0,0,4
1512381557292.741,2,0,0,2,0,0,2
1512381557292.749,0,0,0,0,0,0,0
1512381557292.758,0,0,0,0,0,0,0
1512381557292.766,0,0,0,2,0,0,2
1512381557292.774,0,0,0,4,0,0,4
1512381557292.781,0,0,0,6,0,0,6
1512381557292.788,0,0,0,8,0,0,8
1512381557292.796,0,0,0,10,0,0,10
1512381557292.805,0,0,0,10,0,0,10
1512381557292.814,0,0,0,8,0,0,8
1512381557292.823,0,0,0,6,0,0,6
1512381557292.831,0,0,0,4,0,0,4
1512381557292.839,0,0,0,2,0,0,2
1512381557292.847,0,0,0,0,0,0,0
1512381557292.854,0,0,0,0,0,0,0
1512381557292.862,2,2,2,0,0,0,2
1512381557292.870,4,4,4,0,0,0,4
1512381557292.878,6,6,6,0,0,0,6
1512381557292.886,8,8,8,0,0,0,8
1512381557292.894,10,10,10,0,0,0,10
1512381557292.902,10,10,10,0,0,0,10
1512381557292.910,8,8,8,0,0,0,8
1512381557292.918,6,6,6,0,0,0,6
1512381557292.925,4,4,4,0,0,0,4
1512381557292.933,2,2,2,0,0,0,2
1512381557292.941,0,0,0,0,0,0,0
1512381557292.949,0,0,0,0,0,0,0
1512381557292.957,0,2,2,0,0,0,2
1512381557292.966,0,4,4,0,0,0,4
1512381557292.974,0,6,6,0,0,0,6
1512381557292.982,0,8,8,0,0,0,8
1512381557292.989,0,10,10,0,0,0,10
1512381557292.997,0,10,10,0,0,0,10
1512381557293.006,0,8,8,0,0,0,8
1512381557293.013,0,6,6,0,0,0,6
1512381557293.021,0,4,4,0,0,0,4
1512381557293.029,0,2,2,0,0,0,2
1512381557293.037,0,0,0,0,0,0,0
1512381557293.045,0,0,0,0,0,0,0
1512381557293.054,2,0,2,0,0,0,2
1512381557293.062,4,0,4,0,0,0,4
1512381557293.070,6,0,6,0,0,0,6
1512381557293.078,8,0,8,0,0,0,8
1512381557293.086,10,0,10,0,0,0,10
1512381557293.094,10,0,10,0,0,0,10
1512381557293.102,8,0,8,0,0,0,8
1512381557293.110,6,0,6,0,0,0,6
1512381557293.122,4,0,4,0,0,0,4
1512381557293.132,2,0,2,0,0,0,2
1512381557293.143,0,0,0,0,0,0,0
1512381557293.150,0,0,0,0,0,0,0
1512381557293.158,0,0,2,0,0,0,2
1512381557293.165,0,0,4,0,0,0,4
1512381557293.174,0,0,6,0,0,0,6
1512381557293.182,0,0,8,0,0,0,8
1512381557293.190,0,0,10,0,0,0,10
1512381557293.199,0,0,10,0,0,0,10
1512381557293.206,0,0,8,0,0,0,8
1512381557293.214,0,0,6,0,0,0,6
1512381557293.222,0,0,4,0,0,0,4
1512381557293.230,0,0,2,0,0,0,2
1512381557293.238,0,0,0,0,0,0,0
1512381557293.246,0,0,0,0,0,0,0
1512381557293.255,2,2,0,0,0,0,2
1512381557293.263,4,4,0,0,0,0,4
1512381557293.271,6,6,0,0,0,0,6
1512381557293.279,8,8,0,0,0,0,8
1512381557293.286,10,10,0,0,0,0,10
1512381557293.294,10,10,0,0,0,0,10
1512381557293.302,8,8,0,0,0,0,8
1512381557293.309,6,6,0,0,0,0,6
1512381557293.317,4,4,0,0,0,0,4
1512381557293.325,2,2,0,0,0,0,2
1512381557293.334,0,0,0,0,0,0,0
1512381557293.342,0,0,0,0,0,0,0
1512381557293.350,0,2,0,0,0,0,2
1512381557293.359,0,4,0,0,0,0,4
1512381557293.366,0,6,0,0,0,0,6
1512381557293.374,0,8,0,0,0,0,8
1512381557293.382,0,10,0,0,0,0,10
1512381557293.390,0,10,0,0,0,0,10
1512381557293.399,0,8,0,0,0,0,8
1512381557293.407,0,6,0,0,0,0,6
1512381557293.416,0,4,0,0,0,0,4
1512381557293.424,0,2,0,0,0,0,2
1512381557293.433,0,0,0,0,0,0,0
1512381557293.441,0,0,0,0,0,0,0
1512381557293.449,2,0,0,0,0,0,2
1512381557293.457,4,0,0,0,0,0,4
1512381557293.465,6,0,0,0,0,0,6
1512381557293.474,8,0,0,0,0,0,8
1512381557293.481,10,0,0,0,0,0,10
1512381557293.489,10,0,0,0,0,0,10
1512381557293.496,8,0,0,0,0,0,8
1512381557293.505,6,0,0,0,0,0,6
1512381557293.514,4,0,0,0,0,0,4
1512381557293.522,2,0,0,0,0,0,2
1512381557293.531,0,0,0,0,0,0,0
1512381557293.539,0,0,0,0,0,0,0
1512381557293.548,0,0,0,0,0,0,2
1512381557293.556,0,0,0,0,0,0,4
1512381557293.564,0,0,0,0,0,0,6
1512381557293.573,0,0,0,0,0,0,8
1512381557293.582,0,0,0,0,0,0,10
1512381557293.589,0,0,0,0,0,0,10
1512381557293.597,0,0,0,0,0,0,8
1512381557293.605,0,0,0,0,0,0,6
1512381557293.613,0,0,0,0,0,0,4
1512381557293.621,0,0,0,0,0,0,2
1512381557293.629,0,0,0,0,0,0,0
1512381557293.636,0,0,0,0,0,0,0
1512381557293.644,2,2,2,2,2,2,0
1512381557293.652,4,4,4,4,4,4,0
1512381557293.661,6,6,6,6,6,6,0
1512381557293.669,8,8,8,8,8,8,0
1512381557293.677,10,10,10,10,10,10,0
1512381557293.684,10,10,10,10,10,10,0
1512381557293.692,8,8,8,8,8,8,0
1512381557293.700,6,6,6,6,6,6,0
1512381557293.709,4,4,4,4,4,4,0
1512381557293.716,2,2,2,2,2,2,0
1512381557293.724,0,0,0,0,0,0,0
1512381557293.732,0,0,0,0,0,0,0
1512381557293.740,0,2,2,2,2,2,0
1512381557293.748,0,4,4,4,4,4,0
1512381557293.756,0,6,6,6,6,6,0
1512381557293.764,0,8,8,8,8,8,0
1512381557293.771,0,10,10,10,10,10,0
1512381557293.779,0,10,10,10,10,10,0
1512381557293.786,0,8,8,8,8,8,0
1512381557293.794,0,6,6,6,6,6,0
1512381557293.802,0,4,4,4,4,4,0
1512381557293.810,0,2,2,2,2,2,0
1512381557293.817,0,0,0,0,0,0,0
1512381557293.825,0,0,0,0,0,0,0
1512381557293.833,2,0,2,2,2,2,0
1512381557293.840,4,0,4,4,4,4,0
1512381557293.849,6,0,6,6,6,6,0
1512381557293.856,8,0,8,8,8,8,0
1512381557293.865,10,0,10,10,10,10,0
1512381557293.873,10,0,10,10,10,10,0
1512381557293.881,8,0,8,8,8,8,0
1512381557293.889,6,0,6,6,6,6,0
1512381557293.897,4,0,4,4,4,4,0
1512381557293.906,2,0,2,2,2,2,0
1512381557293.913,0,0,0,0,0,0,0
1512381557293.922,0,0,0,0,0,0,0
1512381557293.930,0,0,2,2,2,2,0
1512381557293.938,0,0,4,4,4,4,0
1512381557293.947,0,0,6,6,6,6,0
1512381557293.954,0,0,8,8,8,8,0
1512381557293.962,0,0,10,10,10,10,0
1512381557293.970,0,0,10,10,10,10,0
1512381557293.978,0,0,8,8,8,8,0
1512381557293.985,0,0,6,6,6,6,0
1512381557293.994,0,0,4,4,4,4,0
1512381557294.003,0,0,2,2,2,2,0
1512381557294.011,0,0,0,0,0,0,0
1512381557294.020,0,0,0,0,0,0,0
1512381557294.027,2,2,0,2,2,2,0
1512381557294.035,4,4,0,4,4,4,0
1512381557294.044,6,6,0,6,6,6,0
1512381557294.052,8,8,0,8,8,8,0
1512381557294.060,10,10,0,10,10,10,0
1512381557294.069,10,10,0,10,10,10,0
1512381557294.077,8,8,0,8,8,8,0
1512381557294.086,6,6,0,6,6,6,0
1512381557294.094,4,4,0,4,4,4,0
1512381557294.103,2,2,0,2,2,2,0
1512381557294.112,0,0,0,0,0,0,0
1512381557294.120,0,0,0,0,0,0,0
1512381557294.128,0,2,0,2,2,2,0
1512381557294.138,0,4,0,4,4,4,0
1512381557294.146,0,6,0,6,6,6,0
1512381557294.154,0,8,0,8,8,8,0
1512381557294.162,0,10,0,10,10,10,0
1512381557294.170,0,10,0,10,10,10,0
1512381557294.179,0,8,0,8,8,8,0
1512381557294.186,0,6,0,6,6,6,0
1512381557294.194,0,4,0,4,4,4,0
1512381557294.204,0,2,0,2,2,2,0
1512381557294.212,0,0,0,0,0,0,0
1512381557294.220,0,0,0,0,0,0,0
1512381557294.227,2,0,0,2,2,2,0
1512381557294.235,4,0,0,4,4,4,0
1512381557294.244,6,0,0,6,6,6,0
1512381557294.252,8,0,0,8,8,8,0
1512381557294.260,10,0,0,10,10,10,0
1512381557294.268,10,0,0,10,10,10,0
1512381557294.276,8,0,0,8,8,8,0
1512381557294.284,6,0,0,6,6,6,0
1512381557294.292,4,0,0,4,4,4,0
1512381557294.300,2,0,0,2,2,2,0
1512381557294.308,0,0,0,0,0,0,0
1512381557294.317,0,0,0,0,0,0,0
1512381557294.326,0,0,0,2,2,2,0
1512381557294.334,0,0,0,4,4,4,0
1512381557294.343,0,0,0,6,6,6,0
1512381557294.351,0,0,0,8,8,8,0
1512381557294.360,0,0,0,10,10,10,0
1512381557294.368,0,0,0,10,10,10,0
1512381557294.376,0,0,0,8,8,8,0
1512381557294.384,0,0,0,6,6,6,0
1512381557294.392,0,0,0,4,4,4,0
1512381557294.400,0,0,0,2,2,2,0
1512381557294.408,0,0,0,0,0,0,0
1512381557294.416,0,0,0,0,0,0,0
1512381557294.425,2,2,2,0,2,2,0
1512381557294.433,4,4,4,0,4,4,0
1512381557294.442,6,6,6,0,6,6,0
1512381557294.450,8,8,8,0,8,8,0
1512381557294.459,10,10,10,0,10,10,0
1512381557294.466,10,10,10,0,10,10,0
1512381557294.474,8,8,8,0,8,8,0
1512381557294.482,6,6,6,0,6,6,0
1512381557294.490,4,4,4,0,4,4,0
1512381557294.498,2,2,2,0,2,2,0
1512381557294.506,0,0,0,0,0,0,0
1512381557294.515,0,0,0,0,0,0,0
1512381557294.523,0,2,2,0,2,2,0
1512381557294.531,0,4,4,0,4,4,0
1512381557294.540,0,6,6,0,6,6,0
1512381557294.548,0,8,8,0,8,8,0
1512381557294.556,0,10,10,0,10,10,0
1512381557294.565,0,10,10,0,10,10,0
1512381557294.573,0,8,8,0,8,8,0
1512381557294.582,0,6,6,0,6,6,0
1512381557294.589,0,4,4,0,4,4,0
1512381557294.597,0,2,2,0,2,2,0
1512381557294.605,0,0,0,0,0,0,0
1512381557294.614,0,0,0,0,0,0,0
1512381557294.622,2,0,2,0,2,2,0
1512381557294.631,4,0,4,0,4,4,0
1512381557294.639,6,0,6,0,6,6,0
1512381557294.647,8,0,8,0,8,8,0
1512381557294.655,10,0,10,0,10,10,0
1512381557294.663,10,0,10,0,10,10,0
1512381557294.672,8,0,8,0,8,8,0
1512381557294.681,6,0,6,0,6,6,0
1512381557294.689,4,0,4,0,4,4,0
1512381557294.697,2,0,2,0,2,2,0
1512381557294.705,0,0,0,0,0,0,0
1512381557294.714,0,0,0,0,0,0,0
1512381557294.721,0,0,2,0,2,2,0
1512381557294.729,0,0,4,0,4,4,0
1512381557294.737,0,0,6,0,6,6,0
1512381557294.745,0,0,8,0,8,8,0
1512381557294.753,0,0,10,0,10,10,0
1512381557294.762,0,0,10,0,10,10,0
1512381557294.771,0,0,8,0,8,8,0
1512381557294.779,0,0,6,0,6,6,0
1512381557294.787,0,0,4,0,4,4,0
1512381557294.796,0,0,2,0,2,2,0
1512381557294.804,0,0,0,0,0,0,0
1512381557294.812,0,0,0,0,0,0,0
1512381557294.820,2,2,0,0,2,2,0
1512381557294.828,4,4,0,0,4,4,0
1512381557294.838,6,6,0,0,6,6,0
1512381557294.846,8,8,0,0,8,8,0
1512381557294.854,10,10,0,0,10,10,0
1512381557294.863,10,10,0,0,10,10,0
1512381557294.871,8,8,0,0,8,8,0
1512381557294.880,6,6,0,0,6,6,0
1512381557294.889,4,4,0,0,4,4,0
1512381557294.897,2,2,0,0,2,2,0
1512381557294.905,0,0,0,0,0,0,0
1512381557294.914,0,0,0,0,0,0,0
1512381557294.922,0,2,0,0,2,2,0
1512381557294.931,0,4,0,0,4,4,0
1512381557294.939,0,6,0,0,6,6,0
1512381557294.947,0,8,0,0,8,8,0
1512381557294.956,0,10,0,0,10,10,0
1512381557294.964,0,10,0,0,10,10,0
1512381557294.973,0,8,0,0,8,8,0
1512381557294.981,0,6,0,0,6,6,0
1512381557294.989,0,4,0,0,4,4,0
1512381557294.997,0,2,0,0,2,2,0
1512381557295.006,0,0,0,0,0,0,0
1512381557295.015,0,0,0,0,0,0,0
1512381557295.023,2,0,0,0,2,2,0
1512381557295.033,4,0,0,0,4,4,0
1512381557295.041,6,0,0,0,6,6,0
1512381557295.049,8,0,0,0,8,8,0
1512381557295.059,10,0,0,0,10,10,0
1512381557295.068,10,0,0,0,10,10,0
1512381557295.077,8,0,0,0,8,8,0
1512381557295.085,6,0,0,0,6,6,0
1512381557295.093,4,0,0,0,4,4,0
1512381557295.101,2,0,0,0,2,2,0
1512381557295.110,0,0,0,0,0,0,0
1512381557295.118,0,0,0,0,0,0,0
1512381557295.126,0,0,0,0,2,2,0
1512381557295.134,0,0,0,0,4,4,0
1512381557295.143,0,0,0,0,6,6,0
1512381557295.151,0,0,0,0,8,8,0
1512381557295.158,0,0,0,0,10,10,0
1512381557295.167,0,0,0,0,10,10,0
1512381557295.175,0,0,0,0,8,8,0
1512381557295.184,0,0,0,0,6,6,0
1512381557295.192,0,0,0,0,4,4,0
1512381557295.200,0,0,0,0,2,2,0
1512381557295.208,0,0,0,0,0,0,0
1512381557295.217,0,0,0,0,0,0,0
1512381557295.225,2,2,2,2,0,2,0
1512381557295.234,4,4,4,4,0,4,0
1512381557295.242,6,6,6,6,0,6,0
1512381557295.250,8,8,8,8,0,8,0
1512381557295.258,10,10,10,10,0,10,0
1512381557295.267,10,10,10,10,0,10,0
1512381557295.276,8,8,8,8,0,8,0
1512381557295.284,6,6,6,6,0,6,0
1512381557295.292,4,4,4,4,0,4,0
1512381557295.301,2,2,2,2,0,2,0
1512381557295.309,0,0,0,0,0,0,0
1512381557295.318,0,0,0,0,0,0,0
1512381557295.327,0,2,2,2,0,2,0
1512381557295.335,0,4,4,4,0,4,0
1512381557295.344,0,6,6,6,0,6,0
1512381557295.352,0,8,8,8,0,8,0
1512381557295.360,0,10,10,10,0,10,0
1512381557295.368,0,10,10,10,0,10,0
1512381557295.377,0,8,8,8,0,8,0
1512381557295.385,0,6,6,6,0,6,0
1512381557295.393,0,4,4,4,0,4,0
1512381557295.401,0,2,2,2,0,2,0
1512381557295.410,0,0,0,0,0,0,0
1512381557295.419,0,0,0,0,0,0,0
1512381557295.428,2,0,2,2,0,2,0
1512381557295.437,4,0,4,4,0,4,0
1512381557295.445,6,0,6,6,0,6,0
1512381557295.453,8,0,8,8,0,8,0
1512381557295.461,10,0,10,10,0,10,0
1512381557295.470,10,0,10,10,0,10,0
1512381557295.479,8,0,8,8,0,8,0
1512381557295.487,6,0,6,6,0,6,0
1512381557295.495,4,0,4,4,0,4,0
1512381557295.504,2,0,2,2,0,2,0
1512381557295.511,0,0,0,0,0,0,0
1512381557295.521,0,0,0,0,0,0,0
1512381557295.529,0,0,2,2,0,2,0
1512381557295.536,0,0,4,4,0,4,0
1512381557295.544,0,0,6,6,0,6,0
1512381557295.551,0,0,8,8,0,8,0
1512381557295.560,0,0,10,10,0,10,0
1512381557295.569,0,0,10,10,0,10,0
1512381557295.577,0,0,8,8,0,8,0
1512381557295.585,0,0,6,6,0,6,0
1512381557295.592,0,0,4,4,0,4,0
1512381557295.601,0,0,2,2,0,2,0
1512381557295.609,0,0,0,0,0,0,0
1512381557295.617,0,0,0,0,0,0,0
1512381557295.634,2,2,0,2,0,2,0
1512381557295.642,4,4,0,4,0,4,0
1512381557295.649,6,6,0,6,0,6,0
1512381557295.658,8,8,0,8,0,8,0
1512381557295.666,10,10,0,10,0,10,0
1512381557295.675,10,10,0,10,0,10,0
1512381557295.683,8,8,0,8,0,8,0
1512381557295.693,6,6,0,6,0,6,0
1512381557295.700,4,4,0,4,0,4,0
1512381557295.707,2,2,0,2,0,2,0
1512381557295.715,0,0,0,0,0,0,0
1512381557295.723,0,0,0,0,0,0,0
1512381557295.732,0,2,0,2,0,2,0
1512381557295.741,0,4,0,4,0,4,0
1512381557295.759,0,6,0,6,0,6,0
1512381557295.776,0,8,0,8,0,8,0
1512381557295.784,0,10,0,10,0,10,0
1512381557295.792,0,10,0,10,0,10,0
1512381557295.801,0,8,0,8,0,8,0
1512381557295.809,0,6,0,6,0,6,0
1512381557295.817,0,4,0,4,0,4,0
1512381557295.826,0,2,0,2,0,2,0
1512381557295.835,0,0,0,0,0,0,0
1512381557295.842,0,0,0,0,0,0,0
1512381557295.850,2,0,0,2,0,2,0
1512381557295.869,4,0,0,4,0,4,0
1512381557295.888,6,0,0,6,0,6,0
1512381557295.896,8,0,0,8,0,8,0
1512381557295.904,10,0,0,10,0,10,0
1512381557295.922,10,0,0,10,0,10,0
1512381557295.931,8,0,0,8,0,8,0
1512381557295.939,6,0,0,6,0,6,0
1512381557295.948,4,0,0,4,0,4,0
1512381557295.956,2,0,0,2,0,2,0
1512381557295.964,0,0,0,0,0,0,0
1512381557295.973,0,0,0,0,0,0,0
1512381557295.981,0,0,0,2,0,2,0
1512381557295.991,0,0,0,4,0,4,0
1512381557296.010,0,0,0,6,0,6,0
1512381557296.018,0,0,0,8,0,8,0
1512381557296.026,0,0,0,10,0,10,0
1512381557296.035,0,0,0,10,0,10,0
1512381557296.043,0,0,0,8,0,8,0
1512381557296.053,0,0,0,6,0,6,0
1512381557296.061,0,0,0,4,0,4,0
1512381557296.070,0,0,0,2,0,2,0
1512381557296.079,0,0,0,0,0,0,0
1512381557296.087,0,0,0,0,0,0,0
1512381557296.106,2,2,2,0,0,2,0
1512381557296.123,4,4,4,0,0,4,0
1512381557296.132,6,6,6,0,0,6,0
1512381557296.140,8,8,8,0,0,8,0
1512381557296.158,10,10,10,0,0,10,0
1512381557296.177,10,10,10,0,0,10,0
1512381557296.195,8,8,8,0,0,8,0
1512381557296.204,6,6,6,0,0,6,0
1512381557296.213,4,4,4,0,0,4,0
1512381557296.231,2,2,2,0,0,2,0
1512381557296.249,0,0,0,0,0,0,0
1512381557296.258,0,0,0,0,0,0,0
1512381557296.266,0,2,2,0,0,2,0
1512381557296.274,0,4,4,0,0,4,0
1512381557296.292,0,6,6,0,0,6,0
1512381557296.301,0,8,8,0,0,8,0
1512381557296.309,0,10,10,0,0,10,0
1512381557296.317,0,10,10,0,0,10,0
1512381557296.325,0,8,8,0,0,8,0
1512381557296.333,0,6,6,0,0,6,0
1512381557296.341,0,4,4,0,0,4,0
1512381557296.348,0,2,2,0,0,2,0
1512381557296.357,0,0,0,0,0,0,0
1512381557296.365,0,0,0,0,0,0,0
1512381557296.373,2,0,2,0,0,2,0
1512381557296.381,4,0,4,0,0,4,0
1512381557296.389,6,0,6,0,0,6,0
1512381557296.397,8,0,8,0,0,8,0
1512381557296.405,10,0,10,0,0,10,0
1512381557296.413,10,0,10,0,0,10,0
1512381557296.421,8,0,8,0,0,8,0
1512381557296.429,6,0,6,0,0,6,0
1512381557296.438,4,0,4,0,0,4,0
1512381557296.446,2,0,2,0,0,2,0
1512381557296.455,0,0,0,0,0,0,0
1512381557296.463,0,0,0,0,0,0,0
1512381557296.471,0,0,2,0,0,2,0
1512381557296.480,0,0,4,0,0,4,0
1512381557296.488,0,0,6,0,0,6,0
1512381557296.506,0,0,8,0,0,8,0
1512381557296.523,0,0,10,0,0,10,0
1512381557296.531,0,0,10,0,0,10,0
1512381557296.539,0,0,8,0,0,8,0
1512381557296.547,0,0,6,0,0,6,0
1512381557296.556,0,0,4,0,0,4,0
1512381557296.564,0,0,2,0,0,2,0
1512381557296.573,0,0,0,0,0,0,0
1512381557296.580,0,0,0,0,0,0,0
1512381557296.588,2,2,0,0,0,2,0
1512381557296.597,4,4,0,0,0,4,0
1512381557296.630,6,6,0,0,0,6,0
1512381557296.649,8,8,0,0,0,8,0
1512381557296.656,10,10,0,0,0,10,0
1512381557296.665,10,10,0,0,0,10,0
1512381557296.674,8,8,0,0,0,8,0
1512381557296.682,6,6,0,0,0,6,0
1512381557296.691,4,4,0,0,0,4,0
1512381557296.700,2,2,0,0,0,2,0
1512381557296.709,0,0,0,0,0,0,0
1512381557296.719,0,0,0,0,0,0,0
1512381557296.727,0,2,0,0,0,2,0
1512381557296.735,0,4,0,0,0,4,0
1512381557296.744,0,6,0,0,0,6,0
1512381557296.753,0,8,0,0,0,8,0
1512381557296.761,0,10,0,0,0,10,0
1512381557296.769,0,10,0,0,0,10,0
1512381557296.777,0,8,0,0,0,8,0
1512381557296.785,0,6,0,0,0,6,0
1512381557296.794,0,4,0,0,0,4,0
1512381557296.801,0,2,0,0,0,2,0
1512381557296.809,0,0,0,0,0,0,0
1512381557296.818,0,0,0,0,0,0,0
1512381557296.826,2,0,0,0,0,2,0
1512381557296.834,4,0,0,0,0,4,0
1512381557296.842,6,0,0,0,0,6,0
1512381557296.852,8,0,0,0,0,8,0
1512381557296.860,10,0,0,0,0,10,0
1512381557296.868,10,0,0,0,0,10,0
1512381557296.876,8,0,0,0,0,8,0
1512381557296.884,6,0,0,0,0,6,0
1512381557296.892,4,0,0,0,0,4,0
1512381557296.900,2,0,0,0,0,2,0
1512381557296.909,0,0,0,0,0,0,0
1512381557296.917,0,0,0,0,0,0,0
1512381557296.926,0,0,0,0,0,2,0
1512381557296.935,0,0,0,0,0,4,0
1512381557296.943,0,0,0,0,0,6,0
1512381557296.952,0,0,0,0,0,8,0
1512381557296.961,0,0,0,0,0,10,0
1512381557296.969,0,0,0,0,0,10,0
1512381557296.976,0,0,0,0,0,8,0
1512381557296.984,0,0,0,0,0,6,0
1512381557296.992,0,0,0,0,0,4,0
1512381557297.000,0,0,0,0,0,2,0
1512381557297.008,0,0,0,0,0,0,0
1512381557297.017,0,0,0,0,0,0,0
1512381557297.026,2,2,2,2,2,0,0
1512381557297.035,4,4,4,4,4,0,0
1512381557297.043,6,6,6,6,6,0,0
1512381557297.052,8,8,8,8,8,0,0
1512381557297.060,10,10,10,10,10,0,0
1512381557297.069,10,10,10,10,10,0,0
1512381557297.077,8,8,8,8,8,0,0
1512381557297.086,6,6,6,6,6,0,0
1512381557297.094,4,4,4,4,4,0,0
1512381557297.102,2,2,2,2,2,0,0
1512381557297.110,0,0,0,0,0,0,0
1512381557297.118,0,0,0,0,0,0,0
1512381557297.126,0,2,2,2,2,0,0
1512381557297.134,0,4,4,4,4,0,0
1512381557297.142,0,6,6,6,6,0,0
1512381557297.150,0,8,8,8,8,0,0
1512381557297.158,0,10,10,10,10,0,0
1512381557297.168,0,10,10,10,10,0,0
1512381557297.176,0,8,8,8,8,0,0
1512381557297.184,0,6,6,6,6,0,0
1512381557297.192,0,4,4,4,4,0,0
1512381557297.199,0,2,2,2,2,0,0
1512381557297.208,0,0,0,0,0,0,0
1512381557297.216,0,0,0,0,0,0,0
1512381557297.224,2,0,2,2,2,0,0
1512381557297.232,4,0,4,4,4,0,0
1512381557297.241,6,0,6,6,6,0,0
1512381557297.251,8,0,8,8,8,0,0
1512381557297.258,10,0,10,10,10,0,0
1512381557297.266,10,0,10,10,10,0,0
1512381557297.275,8,0,8,8,8,0,0
1512381557297.283,6,0,6,6,6,0,0
1512381557297.293,4,0,4,4,4,0,0
1512381557297.301,2,0,2,2,2,0,0
1512381557297.309,0,0,0,0,0,0,0
1512381557297.317,0,0,0,0,0,0,0
1512381557297.326,0,0,2,2,2,0,0
1512381557297.334,0,0,4,4,4,0,0
1512381557297.342,0,0,6,6,6,0,0
1512381557297.351,0,0,8,8,8,0,0
1512381557297.359,0,0,10,10,10,0,0
1512381557297.368,0,0,10,10,10,0,0
1512381557297.377,0,0,8,8,8,0,0
1512381557297.385,0,0,6,6,6,0,0
1512381557297.393,0,0,4,4,4,0,0
1512381557297.402,0,0,2,2,2,0,0
1512381557297.410,0,0,0,0,0,0,0
1512381557297.418,0,0,0,0,0,0,0
1512381557297.427,2,2,0,2,2,0,0
1512381557297.436,4,4,0,4,4,0,0
1512381557297.444,6,6,0,6,6,0,0
1512381557297.453,8,8,0,8,8,0,0
1512381557297.462,10,10,0,10,10,0,0
1512381557297.469,10,10,0,10,10,0,0
1512381557297.478,8,8,0,8,8,0,0
1512381557297.486,6,6,0,6,6,0,0
1512381557297.494,4,4,0,4,4,0,0
1512381557297.503,2,2,0,2,2,0,0
1512381557297.511,0,0,0,0,0,0,0
1512381557297.520,0,0,0,0,0,0,0
1512381557297.528,0,2,0,2,2,0,0
1512381557297.537,0,4,0,4,4,0,0
1512381557297.546,0,6,0,6,6,0,0
1512381557297.554,0,8,0,8,8,0,0
1512381557297.563,0,10,0,10,10,0,0
1512381557297.571,0,10,0,10,10,0,0
1512381557297.579,0,8,0,8,8,0,0
1512381557297.587,0,6,0,6,6,0,0
1512381557297.595,0,4,0,4,4,0,0
1512381557297.604,0,2,0,2,2,0,0
1512381557297.612,0,0,0,0,0,0,0
1512381557297.621,0,0,0,0,0,0,0
1512381557297.630,2,0,0,2,2,0,0
1512381557297.638,4,0,0,4,4,0,0
1512381557297.645,6,0,0,6,6,0,0
1512381557297.654,8,0,0,8,8,0,0
1512381557297.663,10,0,0,10,10,0,0
1512381557297.671,10,0,0,10,10,0,0
1512381557297.680,8,0,0,8,8,0,0
1512381557297.687,6,0,0,6,6,0,0
1512381557297.695,4,0,0,4,4,0,0
1512381557297.702,2,0,0,2,2,0,0
1512381557297.710,0,0,0,0,0,0,0
1512381557297.718,0,0,0,0,0,0,0
1512381557297.727,0,0,0,2,2,0,0
1512381557297.735,0,0,0,4,4,0,0
1512381557297.743,0,0,0,6,6,0,0
1512381557297.751,0,0,0,8,8,0,0
1512381557297.759,0,0,0,10,10,0,0
1512381557297.767,0,0,0,10,10,0,0
1512381557297.776,0,0,0,8,8,0,0
1512381557297.784,0,0,0,6,6,0,0
1512381557297.793,0,0,0,4,4,0,0
1512381557297.801,0,0,0,2,2,0,0
1512381557297.810,0,0,0,0,0,0,0
1512381557297.819,0,0,0,0,0,0,0
1512381557297.827,2,2,2,0,2,0,0
1512381557297.835,4,4,4,0,4,0,0
1512381557297.844,6,6,6,0,6,0,0
1512381557297.853,8,8,8,0,8,0,0
1512381557297.860,10,10,10,0,10,0,0
1512381557297.868,10,10,10,0,10,0,0
1512381557297.876,8,8,8,0,8,0,0
1512381557297.885,6,6,6,0,6,0,0
1512381557297.893,4,4,4,0,4,0,0
1512381557297.902,2,2,2,0,2,0,0
1512381557297.911,0,0,0,0,0,0,0
1512381557297.919,0,0,0,0,0,0,0
1512381557297.927,0,2,2,0,2,0,0
1512381557297.936,0,4,4,0,4,0,0
1512381557297.944,0,6,6,0,6,0,0
1512381557297.952,0,8,8,0,8,0,0
1512381557297.960,0,10,10,0,10,0,0
