"","time","measured_M0","reference_M0","command_M0","measured_M1","reference_M1","command_M1","measured_M2","reference_M2","command_M2","measured_M3","reference_M3","command_M3","measured_M4","reference_M4","command_M4","measured_M5","reference_M5","command_M5","measured_M6","reference_M6","command_M6","angle_0","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","JR3_FX","JR3_FY","JR3_FZ","JR3_MX","JR3_MY","JR3_MZ","map_creation_id","unix_time_seconds"
"115",105.2645,8.65700186,8.68047,2.01493666,8.42865305,8.446427,2.14497405,4.20737651,4.182483,0.96747359,4.61633375,4.628162,1.25402943,8.05176133,8.076193,2.07786085,-0.02089397,7.033953,10,-0.04585386,4.544279,10,184.1148,163.602,-111.4434,142.56,153.9684,3065777.694,3351458.8062,2.70996199794169,0.155508037606418,-0.739894081182438,-0.00718410258267562,-0.0839265063278388,0.00599623269925373,1512347428282.52,1512384895
"116",106.0655,8.15509438,8.354095,1.79936371,5.25242071,5.256914,1.1020888,4.5685606,4.572865,1.03835543,5.54719024,5.55,1.44307653,6.69444093,6.681211,1.44479294,-0.01919987,2.338749,10,-0.04822561,3.861533,10,183.96,154.98,-112.68,145.08,152.1,3090559.5324,3376639.0188,2.73238256079169,0.149451809246418,-0.868049003252438,-0.00914285886547562,-0.0842206253948388,0.00590824899925373,1512347428281.62,1512384896
"117",106.8655,7.11479932,7.145085,1.37520299,1.06514364,1.076378,0.1497596,3.08508568,3.076518,0.44756905,1.56354945,1.57596,0.21250734,5.52765149,5.527471,1.12163583,-0.02236216,0.178587,10,-0.05443733,3.320849,10,179.4978,109.9944,-104.3244,119.3004,144.36,3115592.0406,3402076.8906,2.44844288157169,0.115055874756418,-0.245602842722438,-0.00564330654567562,-0.0836807082504388,0.00367952668925373,1512347428278.88,1512384896
"118",107.6665,6.08116779,6.073008,1.15653132,3.64312831,3.646872,0.98918577,0.86512493,0.817028,0,8.35331271,8.355363,2.07510434,2.927533,2.919807,0.50970725,-0.01694108,7.426287,10,-0.04156213,6.172431,10,177.12,131.6286,-88.38,150.4296,131.0148,3140613.9234,3427812.3258,2.44056746259169,0.120947119376418,-0.687294274072438,-0.0115430430380756,-0.0775600579108388,0.00466007501925373,1512347428282.49,1512384897
"119",108.4675,1.76492104,1.732867,0.23841111,6.63029756,6.623936,1.69092835,2.45047239,2.46058,0.61260726,9.93967671,9.942201,2.46657599,1.7381556,1.740285,0.2469661,-0.02778338,1.836954,10,-0.0503715,0.465999,10,141.7464,151.4304,-98.5086,157.7898,118.6686,3164644.5624,3453704.5428,2.14039898729169,-0.0439855258635821,-0.948932502942438,-0.0321809074232756,-0.0646031756348388,0.00262197696925373,1512347428280.96,1512384898
"120",109.26766,6.58522131,6.600624,1.5455129,1.04040968,1.051077,0.14943222,9.43347854,9.439014,2.06202703,2.01915174,2.01774,0.33718161,4.62728902,4.636402,1.20601794,-0.01445637,6.941314,10,-0.0465315,2.291879,10,170.1,110.628,-126.126,126.378,134.586,3189552.3054,3479218.4268,1.76927911652169,-0.132600833413582,-0.671300175772438,-0.0372961978822756,-0.0545135762494388,0.000646192219253732,1512347428282.16,1512384899
"121",110.0685,9.53308144,9.540688,2.39169696,8.49257755,8.500553,2.17393115,2.23870865,2.248285,0.26863486,7.54849789,7.533951,1.91908074,6.39266367,6.425047,1.68420432,-0.02258808,4.876309,10,-0.04336914,4.530614,10,188.5824,164.8206,-107.64,153.837,146.2644,3214312.1064,3504409.5366,2.64727992077169,0.105536639466418,-0.791678133552438,-0.0153848841098756,-0.0803854050044388,0.00549724674925373,1512347428278.8,1512384900
"122",110.8695,7.50794522,7.491053,1.61336185,6.20372048,6.211896,1.36458305,9.80957089,9.841356,2.24354808,8.34529396,8.359527,2.14207666,5.5271998,5.547301,1.18543023,-0.01931277,1.02245,10,-0.05025854,9.614394,10,187.02,162.36,-134.532,159.48,146.16,3239127.5058,3529629.9486,2.24864816961169,-0.0604377636935821,-1.39653593584244,-0.0406330152366756,-0.0594852568112388,0.00413036053925373,1512347428281.51,1512384900
"123",111.6705,1.54163768,1.512768,0.19032264,5.32221805,5.336005,1.10684314,6.09393679,6.097851,1.05724782,6.84453906,6.844597,1.43272859,5.3256008,5.334344,1.10106068,-0.01671517,2.041767,10,-0.04980676,7.383844,10,141.7248,154.98,-125.28,153.54,144.36,3264160.5684,3555074.1132,2.46677754981169,-0.0999261300435821,-1.49924596258244,-0.0409054174796756,-0.0705482887952388,0.00266711007925373,1512347428282.56,1512384901
"124",112.4715,8.51605216,8.535847,1.99067479,4.94420541,4.964348,1.02475029,7.21622778,7.210593,1.57907288,4.67946753,4.695159,0.95671954,2.026267,2.017655,0.31307045,-0.02767036,2.907541,10,-0.05556675,8.340021,10,183.3894,154.26,-126.54,145.8,124.2756,3289057.0542,3580853.508,1.71880068861169,-0.236678123043582,-0.512641126432438,-0.0549725059596756,-0.0499085923012388,0.000156592389253731,1512347428279.36,1512384902
"125",113.26907,9.46260653,9.383191,2.35776592,8.41927896,8.432054,2.17390147,6.34556847,6.363077,1.15630817,6.13459433,6.13702,1.58566337,2.35232654,2.362328,0.69154182,-0.02913864,8.663361,10,-0.05217854,8.319882,10,188.865,166.5774,-126.54,151.0776,124.56,3314053.0476,3606437.6226,1.76567164253169,-0.230524908533582,-0.493443706312438,-0.0559228462298756,-0.0500878099996388,0.000731732489253732,1512347428279.12,1512384903
"126",114.07177,1.96482565,1.956214,0.27808623,8.43768829,8.41717,2.05322951,9.1993526,9.134689,2.06411704,3.15951293,3.154799,0.60493014,7.78352735,7.773962,2.03625378,-0.02857389,5.424882,10,-0.05161377,5.619402,10,150.1722,166.86,-131.5566,140.58,151.4268,3338806.3308,3631634.2152,2.26721975768169,-0.113209285553582,-1.21620115678244,-0.0360874912494756,-0.0647056910626388,0.00236711525925373,1512347428281.48,1512384904
"127",114.8745,9.92792145,9.888085,2.41897789,5.60344049,5.611995,1.21379954,9.07884493,9.075254,2.05958653,9.01209542,8.987516,2.29038712,5.2914927,5.315399,1.11834611,-0.024621,4.301784,10,-0.047435,0.181639,10,191.9862,162.36,-134.64,161.9496,148.86,3363673.3704,3656932.227,2.41694230623169,0.000171214686417914,-1.45193848284244,-0.0338963175942756,-0.0650506181036388,0.00503519400925373,1512347428279.59,1512384904
"128",115.6755,4.75829582,4.793851,0.88256256,8.55096783,8.548962,2.20513734,9.07963545,9.078111,1.81637012,4.16310318,4.163209,0.84001083,5.79091612,5.813062,1.2186833,-0.02868686,9.234358,10,-0.04946793,9.912353,10,175.3758,167.94,-134.28,147.3012,148.7772,3388585.9356,3682276.3998,2.28504951521169,-0.123276760233582,-1.06101037511244,-0.0411105797558756,-0.0649623407932388,0.00235297685925373,1512347428280.2,1512384905
"129",116.4755,3.12630563,3.136023,0.55202733,8.5138104,8.523345,1.94654521,1.77486156,1.768227,0.17951485,2.82306297,2.848725,0.50871494,2.13649708,2.148454,0.34075347,-0.02428217,5.145207,10,-0.05183968,3.007782,10,160.164,167.58,-101.2806,132.8904,122.6538,3412982.5794,3708040.4298,1.77586054234169,-0.160914293233582,0.0330571496375622,-0.0336153532058756,-0.0585153853058388,-0.000216367920746269,1512347428280.08,1512384906
"130",117.2765,8.06135367,8.065412,1.86193889,1.07406594,1.090996,0.14972292,7.13253888,7.13641,1.57101774,1.43005367,1.410762,0.20012856,5.12547005,5.117939,1.31246974,-0.0236045,2.339867,10,-0.04879029,7.344915,10,180,114.9282,-120.42,120.8826,137.439,3437860.0896,3733556.0742,1.89721990575169,-0.0590231790535821,-0.383114155772438,-0.0251638168094756,-0.0615779390340388,0.00120591427925373,1512347428280.74,1512384907
"131",118.0775,7.6022505,7.617024,1.54965337,3.35445186,3.352853,0.90932517,0.83971335,0.116181,0,0.93831035,0.931329,0.07835485,9.89483939,9.88363,2.49951036,-0.02439516,5.938844,10,-0.0458538,3.250382,10,179.82,129.6,-85.806,111.1572,158.4918,3462449.7366,3758564.0808,2.80821007994169,0.320521435156418,-0.315564219802438,0.0229512702163244,-0.0962343941178388,0.00696790067925373,1512347428278.87,1512384908
"132",118.8785,8.07919824,8.093828,1.87592845,2.59266672,2.598742,0.50620981,9.63022117,9.651332,2.13093195,0.58367698,0.569984,0.02472012,5.64928851,5.650934,1.19179632,-0.02270103,2.973051,10,-0.05455027,4.583333,10,181.6326,129.24,-129.1194,105.5358,149.8302,3487346.7714,3783870.3114,2.15790009427169,-0.0480916691935821,-0.452118477992438,-0.0251242738866756,-0.0699171029144388,0.00179891184925373,1512347428279.83,1512384908
"133",119.6785,0.66781709,0.086038,0,4.42671102,4.427804,1.19941063,6.6959103,6.692485,1.22893831,9.50462942,9.51866,2.37057391,7.27360038,7.275906,1.88010542,-0.03320452,7.808893,10,-0.05409851,7.110478,10,120.645,141.12,-126.36,159.6078,155.0844,3512096.9244,3809012.535,2.91120193842169,0.100692519576418,-2.10701306526244,-0.0217307608620756,-0.0825562969374388,0.00607925540925373,1512347428281.02,1512384909
"134",120.4795,6.76874961,6.795343,1.56761686,4.4966214,4.473251,1.09634803,5.42081058,5.420024,0.93033514,8.88289132,8.961785,2.11446097,2.34171009,2.328258,0.38363912,-0.03365627,3.857704,10,-0.0537597,2.394566,10,176.0562,144.36,-123.84,159.84,130.7754,3537001.9422,3834673.101,2.21317271225169,-0.100266919403582,-1.08959083230244,-0.0439101011324756,-0.0642085018340388,0.00234178061925373,1512347428282.86,1512384910
"135",121.27979,4.60243801,4.600988,0.83680089,0.41358885,0.484797,0,9.90071402,9.928415,2.22070443,0.51771967,0.071799,0,5.84072292,5.887173,1.51757294,-0.02247518,6.858314,10,-0.04653144,6.796637,10,166.5072,94.1814,-129.78,105.7464,144.18,3561947.0316,3860096.193,1.96709024998169,-0.113388361473582,-0.577288284392438,-0.0320472898010756,-0.0640557498386388,0.000354119789253732,1512347428282.59,1512384911
"136",122.0815,2.53912811,2.534274,0.405226,0.44927817,0.022586,0,1.88192928,1.875974,0.21238001,2.66223554,2.661162,0.73076171,6.46754326,6.480416,1.67980851,-0.02834803,9.142612,10,-0.05116209,1.300469,10,147.24,85.0266,-98.0118,116.28,146.16,3586842.972,3885429.0978,2.52043278170169,0.175344103676418,-0.579389780662438,0.00315417596592438,-0.0867359306130388,0.00417842696925373,1512347428279.73,1512384912
"137",122.8815,8.63723735,8.655359,2.00267907,1.68643046,1.659982,0.30055836,0.84603808,0.432901,0,7.9660393,7.944678,1.97361443,4.55173181,4.545302,0.89828107,-0.02778337,9.741865,10,-0.05127497,7.803437,10,181.4778,116.0064,-88.7202,150.0552,143.5122,3611886.7608,3910904.5482,2.76509353279169,0.264969582966418,-0.914025059852438,0.00390253476012438,-0.0880652637748388,0.00686788100925373,1512347428282.28,1512384912
"138",123.6825,0.64895608,0.002159,0,8.81061871,8.814412,2.24520561,5.69706335,5.710212,1.27154868,9.10402903,9.116776,2.2941635,8.527693,8.540572,2.1969799,-0.03365626,7.215978,10,-0.05071027,8.488002,10,123.5196,165.51,-120.1122,160.578,158.6448,3636541.5354,3935981.3706,2.91313296661169,0.131779692076418,-1.95869294500244,-0.0163473316320756,-0.0818492275212388,0.00681313986925373,1512347428282.26,1512384913
"139",124.4835,8.45032079,8.383815,1.90185324,1.21682308,1.213849,0.17926638,3.95890718,3.982671,0.63682109,5.95117876,5.946973,1.2080791,8.16684773,8.277602,1.89650511,-0.03783507,6.924228,10,-0.04698325,7.363258,10,182.7,117.3222,-115.4484,150.66,158.4,3661177.6836,3961029.0834,3.04745254590169,0.249495005216418,-1.40396598819244,-0.00274743400487562,-0.0932775006970388,0.00751125794925373,1512347428280.95,1512384914
"140",125.2838,9.42059269,9.401206,2.34487185,5.50247146,5.500337,1.44737518,9.48159123,9.457389,2.12492263,8.89237832,8.903894,2.28101463,2.28557867,2.283046,0.37241686,-0.02913864,2.422263,10,-0.0598585,4.555579,10,190.5138,150.8112,-133.8516,161.7192,132.8526,3686192.2368,3986611.8426,2.02990069668169,-0.158629006763582,-1.06803130076244,-0.0523014500552756,-0.0555308193926388,0.00200179285925373,1512347428280.64,1512384915
"141",126.0845,2.65907082,2.664036,0.44560448,9.37690363,9.346655,2.4588755,7.37106936,7.379663,1.42226195,8.36754319,8.398848,1.91035914,7.75325926,7.750032,2.00373095,-0.01829631,8.347486,10,-0.04664445,5.014119,10,160.3062,171.486,-131.94,162.72,156.0816,3710906.3502,4011766.6104,2.63517250789169,-0.0144498834335821,-1.84140896215244,-0.0336946081718756,-0.0707599911768388,0.00490935281925373,1512347428279.75,1512384916
"142",126.8855,3.7954781,3.754994,0.97371362,6.38713618,6.388598,1.35373163,5.11361205,5.116453,0.85674413,3.45338441,3.455792,0.65274922,8.68016286,8.684568,2.21519277,-0.02439509,3.293601,10,-0.05353379,5.913349,10,160.74,162.36,-123.66,143.3016,158.1066,3735422.0064,4036711.194,2.76063273835169,-0.00157592708358209,-1.11494914042244,-0.0240286326188756,-0.0840537475360388,0.00366947302925373,1512347428281.91,1512384916
"143",127.6865,1.51249895,1.508632,0.19554575,3.5631663,3.564981,0.70666453,2.13717499,2.135399,0.25246271,6.60262022,6.597734,1.63451218,7.72016766,7.766489,1.69978935,-0.02416923,9.080179,10,-0.0425786,5.918648,10,139.374,142.92,-106.5276,150.3,157.14,3760156.5516,4061864.7774,3.14733951331169,0.209523149646418,-1.49182805998244,-0.00260665131347562,-0.0976747591252388,0.00663565803925373,1512347428280.28,1512384917
"144",128.4875,9.63687372,9.622046,2.38401601,5.07532959,5.071286,1.32275774,9.64049871,9.553499,2.16278043,6.92709862,6.946138,1.78599698,4.10832694,4.094558,0.79730332,-0.02450807,8.643031,10,-0.04980676,4.962751,10,190.5354,151.659,-134.8128,156.24,145.98,3785237.343,4087315.8324,2.28979137972169,-0.0763684233535821,-1.12219972314244,-0.0400466593534756,-0.0649966061234388,0.00318421390925373,1512347428278.86,1512384918
"145",129.2859,5.34072997,5.377679,1.00595717,3.29267325,3.294329,0.64108306,9.91347625,9.926513,2.2478221,4.80404106,4.811761,0.97651816,8.22681926,8.23163,2.11136184,-0.02394342,8.086891,10,-0.04167506,9.221132,10,178.4106,144.54,-135.54,150.0822,158.22,3809834.4168,4112324.4258,2.54764304221169,0.0151550705764179,-1.51716511714244,-0.0268639928820756,-0.0722919723632388,0.00449395426925373,1512347428281.38,1512384919
"146",130.0895,4.57363815,4.566682,0.8145234,1.64995065,1.650983,0.27231428,7.76229581,7.766354,1.48070321,8.91090058,8.933318,2.23154684,3.17713167,3.177305,0.56782464,-0.02405631,3.648079,10,-0.03343039,4.53478,10,172.26,126.9396,-131.58,160.0758,140.0508,3834981.3654,4137948.2376,2.43288308406169,-0.100126807453582,-1.44250209312244,-0.0437503001114756,-0.0704519666502388,0.00247971067925373,1512347428282.46,1512384920
"147",130.8905,6.09313955,6.114923,1.40773324,3.6890952,3.687912,1.00474682,4.93945764,4.941188,0.80980619,6.5835332,6.594909,1.36991554,1.69444765,1.705717,0.25045022,-0.02224928,5.483565,10,-0.04336912,3.276265,10,174.96,136.6524,-122.436,153.54,124.6446,3859209.1386,4163842.2528,2.00822219526169,-0.172766295393582,-0.813073705672438,-0.0475386294426756,-0.0603819322742388,0.000581459039253731,1512347428280.3,1512384920
"148",131.6915,1.86137222,1.868426,0.26257134,5.68837189,5.687181,1.45930481,1.71692308,1.699793,0.16897589,0.96044673,0.946052,0.07742402,9.41009815,9.421018,2.3897549,-0.02066812,0.554507,10,-0.04754798,1.968643,10,144.675,145.8,-99.576,115.5834,158.8536,3883706.064,4189026.2004,2.77548075553169,0.192492290166418,-0.572057985392438,0.00805299015612438,-0.0937602250896388,0.00508270629925373,1512347428282.11,1512384921
"149",132.4915,3.1534115,3.144596,0.78726368,2.32341607,2.324951,0.40765823,3.68096037,3.685122,0.88427984,0.75037722,0.764675,0.04454397,9.93278745,9.912458,2.52383531,-0.03151039,0.881086,10,-0.05217853,0.395903,10,148.86,127.6974,-106.2,109.476,161.613,3908118.5622,4213879.0038,2.76958192330169,0.233754275236418,-0.710899546142438,0.0102221003247244,-0.0934467631350388,0.00572617699925373,1512347428281.44,1512384922
"150",133.2925,7.51844876,7.542572,1.74028491,1.39131644,1.387323,0.21276164,1.07598512,1.070527,0.03547293,5.34886652,5.350037,1.37882723,0.6156391,0.012463,0,-0.01287519,7.543896,10,-0.04156212,0.526799,10,176.0112,117.4014,-90.9414,137.7252,101.862,3929956.2342,4239711.1242,1.50638495292169,-0.0402153979835821,-0.161941616692438,-0.0223884023408756,-0.0494221068174388,0.00102870174925373,1512347428280.44,1512384923
"151",134.0935,8.92930148,8.925457,2.20861119,0.66228428,0.662715,0.07591668,7.60440482,7.585793,1.67775123,8.95822268,8.939467,2.25439461,6.78174408,6.801529,1.78218053,-0.01411751,3.359286,10,-0.05421146,9.766808,10,186.66,108.3096,-127.2168,160.0614,150.6096,3953933.361,4265129.412,2.63196390560169,0.116715720926418,-1.64762748279244,-0.0197947197890756,-0.0753617010010388,0.00598889013925373,1512347428279.31,1512384924
"152",134.8945,8.99266111,9.013311,2.24710125,1.59189905,1.579988,0.50535183,7.4352197,7.439436,1.37532991,2.10385725,2.104575,0.36784589,7.72604061,7.743898,2.01786649,-0.02552451,4.935814,10,-0.05274318,2.97201,10,186.66,114.8364,-126.9,131.76,154.3194,3978570.0978,4290162.1488,2.49909475146169,0.0346543787564179,-0.785943914682438,-0.0187969827356756,-0.0793952635482388,0.00355312049925373,1512347428280.63,1512384924
"153",135.6945,4.21109908,4.200354,0.74476936,3.50195237,3.503246,0.95503557,7.38462231,7.517495,1.59829882,4.23098047,4.242394,1.12981189,8.3054259,8.308118,2.13344967,-0.02315278,0.806835,10,-0.04766087,5.345156,10,170.7318,131.76,-126.9,140.76,157.527,4003076.5794,4315111.5276,2.64267256728169,0.0595650643764179,-1.26297702813244,-0.0179634227780756,-0.0804357029046388,0.00439261348925373,1512347428280.36,1512384925
"154",136.4955,0.67402891,0.048616,0,0.40308534,0.275858,0,9.03908983,9.040436,1.99052587,2.99541027,2.998769,0.54053415,2.2929198,2.286541,0.35843108,-0.02891276,9.132087,10,-0.05093617,8.136093,10,114.8238,87.0246,-127.8,130.05,129.1122,4027810.7808,4340801.7468,1.81010341428169,-0.263842165003582,-0.916339904562438,-0.0494137887304756,-0.0572223625546388,-0.00189411545074627,1512347428281.07,1512384926
"155",137.29485,2.7617338,2.77375,0.49715945,1.52842644,1.521783,0.26601504,0.91775538,0.723278,0,8.11997742,8.108831,1.99541041,8.94331456,8.954874,2.27857645,-0.03071981,1.368058,10,-0.05014557,6.324902,10,144,111.7638,-92.7,152.757,158.8752,4052419.3476,4365965.9988,3.26666919622169,0.369191213696418,-1.65635161663244,0.0139375338355244,-0.101874496913439,0.00924379030925373,1512347428278.69,1512384927
"156",138.0975,4.46013284,4.456611,1.12364993,2.42585334,2.419513,0.70836129,7.52274878,7.522645,1.6494563,5.6899472,5.688455,1.18656628,4.52891769,4.554371,0.90447876,-0.02789625,8.369546,10,-0.05296918,4.991716,10,156.2616,119.7558,-124.8102,148.14,147.6,4077489.4128,4391451.5526,2.50970482287169,0.0173664591664179,-1.24386064746244,-0.0251439346538756,-0.0765676273164388,0.00365907712925373,1512347428282.49,1512384928
"157",138.8975,9.61914207,9.568284,2.38053766,6.22179096,6.221771,1.60333423,3.48195893,3.479187,0.5131981,2.61875341,2.60101,0.48259288,8.72036972,8.719675,2.22834141,-0.02563741,6.543203,10,-0.04517622,3.861148,10,188.685,150.7176,-115.9002,136.8144,159.3,4102132.23,4416514.7238,2.76091647632169,0.128942486336418,-0.590599976562438,-0.00654341374727562,-0.0884338306054388,0.00525329433925373,1512347428280.83,1512384928
"158",139.6985,4.38130045,4.381489,0.78124352,4.1481992,4.162062,0.85164727,6.76277112,6.76304,1.4875463,4.69279449,4.688089,1.23827309,2.17060509,2.158349,0.33760872,-0.01490813,7.570594,10,-0.05014556,4.424039,10,171,144.36,-122.4324,142.425,130.2498,4126638.8808,4442188.2984,1.87820501130169,-0.171208599663582,-0.553850192072438,-0.0418524295172756,-0.0578643191050388,0.000310243749253731,1512347428279.89,1512384929
"159",140.4995,0.85654076,0.841049,0.04493485,7.87546929,7.889007,2.00232434,7.42561973,7.422637,1.66826966,9.75467998,9.751396,2.448281,9.19076748,9.19315,2.3546174,-0.02179749,4.622452,10,-0.04235273,6.2889,10,130.806,162.468,-129.555,165.2976,163.548,4151175.057,4467293.5626,2.93487829898169,0.118692168986418,-2.28868684954244,-0.0183378316702756,-0.0793081265586388,0.00701296162925373,1512347428279.66,1512384930
"160",141.29948,7.42843507,7.433341,1.71235287,1.99713036,2.002639,0.35554759,9.0178569,9.02332,2.03162856,5.52143982,5.537589,1.12539289,0.59101809,0.138704,0,-0.0223622,6.030856,10,-0.04404685,2.555884,10,179.028,129.9924,-131.76,151.02,107.2854,4173151.5954,4493050.8246,1.42428440807169,-0.306042750003582,-0.758811292422438,-0.0627489841704756,-0.0389408404004388,-0.00112408429074627,1512347428279.33,1512384931
"161",142.1005,2.75665142,2.753343,0.46694051,5.99828125,5.984117,1.53515211,4.90162254,4.905983,0.79940112,5.88465679,5.884096,1.46780121,7.96524874,7.977886,2.03663851,-0.0168281,9.565924,10,-0.04325616,6.048384,10,157.5648,151.0794,-123.66,152.46,156.2796,4196969.0496,4518395.9028,2.72055232779169,0.0365651110064179,-1.50708637342244,-0.0218155436206756,-0.0799440559948388,0.00448172553925373,1512347428279.84,1512384932
"162",142.9015,7.91012641,7.909141,1.83720585,4.40299346,4.406372,0.90739387,1.9786064,1.971597,0.21224038,4.68342046,4.699221,0.92591915,3.75324171,3.746944,0.68585717,-0.01919989,4.68019,10,-0.03986801,7.197031,10,180.5634,148.14,-106.6248,146.376,140.8212,4222042.2342,4543923.393,2.42317274290169,0.0234292634864179,-0.442110770922438,-0.0177040324002756,-0.0781771067370388,0.00307146762925373,1512347428279.9,1512384932
"163",143.7025,0.65833013,0.077158,0,2.04761494,2.061821,0.3510425,4.26621861,4.263183,0.99058306,2.79765132,2.798135,0.48642699,3.65204694,3.661625,0.66596446,-0.02620218,8.703652,10,-0.045515,4.935329,10,117.441,122.6358,-109.62,131.6502,136.44,4247206.722,4569688.512,2.10686670668169,-0.0644510318035821,-0.699191529702438,-0.0233610739044756,-0.0695596928726388,0.000703294819253732,1512347428282.25,1512384933
"164",144.5035,9.59440812,9.599835,2.33968138,5.24044897,5.240895,1.36985518,6.57958145,6.605015,1.44342123,0.46350815,0.394546,0,4.10143758,4.052744,1.0322177,-0.02303982,1.686298,10,-0.03681859,7.296055,10,190.62,146.5578,-121.86,110.3094,137.88,4272336.09,4595271.8706,1.77403006971169,-0.139224766683582,0.0932144961975622,-0.0309123308968756,-0.0591258472632388,0.000208420799253731,1512347428282.15,1512384934
"165",145.3035,4.93053011,4.914749,0.89493124,1.72155505,1.715832,0.27959669,3.81513376,3.797477,0.58739313,4.14977613,4.304373,1.05210033,1.10286474,1.106105,0.10748247,-0.01942573,7.655626,10,-0.04607976,9.352596,10,173.16,122.8068,-113.04,135.72,112.7124,4295108.6964,4621168.5084,1.53795019514169,-0.183258872143582,-0.367844621122438,-0.0401634936376756,-0.0486327277418388,-0.000584532680746269,1512347428282.6,1512384935
"166",146.1045,9.95423659,9.901054,2.34559895,6.73668774,6.740753,1.72263798,7.74603229,7.742043,1.71825727,2.23543295,2.23517,0.43187503,8.34269629,8.360241,2.13458172,-0.01852222,1.484234,10,-0.04766085,0.112371,10,194.6646,156.7116,-128.5974,133.74,157.2156,4319335.0962,4646365.794,2.35843248025169,0.00838113134641792,-0.677231108892438,-0.0192062221674756,-0.0719035379740388,0.00362430020925373,1512347428280.47,1512384936
"167",146.9055,9.7905858,9.806928,2.33228585,7.43703334,7.442459,1.90976422,6.24414787,6.252538,1.1346867,7.14021755,7.158987,1.84568539,8.60629974,8.604,2.21789834,-0.02055513,1.736796,10,-0.04991966,9.470094,10,196.0488,162.999,-127.98,156.4218,161.1972,4343806.584,4671225.5418,2.73665674576169,0.113748448696418,-1.31994582373244,-0.0150160216644756,-0.0784806960642388,0.00621323754925373,1512347428282.36,1512384936
"168",147.7065,2.79629358,2.793499,0.47235188,1.86408624,1.869774,0.3139533,8.4992335,8.505625,1.88555667,5.41629205,5.432783,1.11977909,0.65708827,0.587728,0,-0.02168459,5.585228,10,-0.04495032,9.512628,10,160.1136,126.4878,-128.7,146.7,107.5716,4366118.313,4697020.8756,1.45799688137169,-0.322805180013582,-0.862651473822438,-0.0609283742302756,-0.0413590213764388,-0.00186753250074627,1512347428281.1,1512384937
"169",148.5065,0.67978885,0.53194,0,8.27347248,8.286599,2.1093067,4.77750084,4.778176,0.77841661,9.05410929,9.080762,2.28294864,5.40477216,5.412078,1.38516609,-0.02970332,4.467562,10,-0.04585382,5.503392,10,126.0432,163.7226,-123.84,161.8632,143.5986,4390169.5188,4722533.1036,2.41840101173169,-0.101900896803582,-1.60589698853244,-0.0393499430544756,-0.0674605206636388,0.00268006627925373,1512347428280.91,1512384938
"170",149.30664,9.09069343,9.060921,2.21192347,1.10151064,1.107352,0.15360958,6.02492996,6.014171,1.23142829,5.33599132,5.349581,1.08605016,1.98594724,2.013447,0.3154898,-0.02416925,9.371546,10,-0.04043269,7.469611,10,188.8272,118.6614,-124.2,149.58,124.6248,4414754.2248,4748273.1144,1.83987036989169,-0.150327783013582,-0.676638976242438,-0.0423632144702756,-0.0552991584068388,0.000796891209253732,1512347428278.72,1512384939
"171",150.1085,1.89220489,1.881996,0.26667638,2.02197739,2.013366,0.58616619,1.59573777,1.585246,0.14285041,6.56625335,6.556235,1.58314236,4.07964,4.072172,1.07013474,-0.01965166,4.520467,10,-0.04212683,7.306464,10,147.5424,119.16,-101.3058,149.76,132.3,4439818.5714,4773954.7908,2.35525652897169,0.0377559160264179,-1.01002375790244,-0.0172126525310756,-0.0745538362084388,0.00283432685925373,1512347428282.79,1512384940
"172",150.9095,8.82279856,8.916115,2.21234704,6.06028568,6.056216,1.55772363,1.05226763,1.037538,0.01745164,8.59997506,8.595596,2.1627945,2.15501929,2.175804,0.3437808,-0.0315104,3.00425,10,-0.0479997,9.830588,10,188.8362,152.262,-98.0514,159.3,125.8434,4464865.7406,4799743.11,2.19645657258169,0.00278857972641791,-0.534107155042438,-0.0240581941050756,-0.0678340743206388,0.00310578395925373,1512347428279.2,1512384940
"173",151.7095,1.02549957,1.022277,0.09093129,5.52607605,5.533005,1.18169755,0.7885513,0.350574,0,3.12269429,3.12338,0.55415229,8.90717349,8.916174,2.26324334,-0.02891279,5.8072,10,-0.05443737,3.012154,10,133.0938,151.38,-89.964,137.4696,157.2336,4489548.552,4824929.8656,2.83693074507169,0.197458953386418,-0.981226615122438,0.00633256897172438,-0.0913668159504388,0.00555034460925373,1512347428281.24,1512384941
"174",152.5105,2.74264683,2.764274,0.73140951,1.41853522,1.42382,0.22050296,8.21925365,8.236714,1.79227272,3.56813207,3.578424,0.94802202,2.42686732,2.422766,0.39660574,-0.02891275,0.445637,10,-0.05850318,3.313756,10,144.9,118.7406,-124.74,136.26,130.9194,4514451.5412,4850622.6246,1.77757161341169,-0.189867866443582,-0.822750525102438,-0.0414226940416756,-0.0551224927372388,-0.000624715640746269,1512347428280.04,1512384942
"175",153.3115,8.70838988,8.836167,2.14020395,4.21585076,4.210874,1.12247986,0.83112984,0.124529,0,1.82331275,1.828355,0.2793723,9.39665827,9.404085,2.38669967,-0.03207505,0.135909,10,-0.04777383,6.501604,10,185.2434,138.06,-89.2764,127.6398,159.7932,4539079.0296,4875779.8584,2.81069079572169,0.281213535976418,-0.436912247952438,0.0171267041799244,-0.0939903666034388,0.00653698573925373,1512347428282.35,1512384943
