"","time","measured_M0","reference_M0","command_M0","measured_M1","reference_M1","command_M1","measured_M2","reference_M2","command_M2","measured_M3","reference_M3","command_M3","measured_M4","reference_M4","command_M4","measured_M5","reference_M5","command_M5","measured_M6","reference_M6","command_M6","angle_0","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","JR3_FX","JR3_FY","JR3_FZ","JR3_MX","JR3_MY","JR3_MZ","map_creation_id","unix_time_seconds"
"42",46.8085,1.60014089,1.589502,0.21853227,2.9227924,2.936642,0.55521399,2.42912658,2.445494,0.61929866,8.02126728,7.985028,2.02621695,5.36411354,5.375225,1.41787453,-0.02236221,8.024359,10,-0.04687032,2.594878,10,117.9,126.1602,-90.6354,139.86,126.8334,1300543.5186,1497216.6288,2.52179705594169,0.185062948646418,-1.24482084535244,-0.00982872396347562,-0.0780600426778388,0.00593501319925373,1512347428280.27,1512384836
"43",47.6095,1.06785229,1.056343,0.10153585,1.95003416,1.96484,0.35001107,7.70526083,7.698026,1.71760339,1.46066049,1.46594,0.19710729,1.39989851,1.397643,0.17298484,-0.0259763,9.304992,10,-0.05240438,1.528494,10,101.88,109.9836,-111.8916,102.8448,99.1224,1321521.7788,1523035.2006,1.08534340021169,-0.214780165763582,-0.462527312792438,-0.0456991765452756,-0.0334362304532388,-0.00118052261074627,1512347428281.25,1512384837
"44",48.4105,2.26366626,2.253612,0.60182438,0.69808644,0.696555,0.07334803,8.78745806,8.785539,1.91531139,4.44071109,4.445292,1.18001626,8.97437326,9.013658,2.30995126,-0.02213629,3.240177,10,-0.04393379,5.676337,10,116.64,89.2458,-120.78,124.812,145.854,1345554.018,1548175.3542,2.75375112387169,0.177805533426418,-1.53659453490244,-0.0135911435590756,-0.0850294952464388,0.00623672351925373,1512347428279.37,1512384838
"45",49.2105,9.71017218,9.637578,2.21502324,2.70108974,2.796811,0.67357672,8.18424204,8.193467,1.79627917,6.44088926,6.434881,1.71113742,9.84819484,9.835374,2.51419009,-0.02292688,7.856626,10,-0.04201383,2.034881,10,174.2904,120.24,-124.3152,139.3596,154.9908,1369877.8806,1572860.6244,3.05503539480169,0.314136586696418,-1.45246187515244,-0.00336498525447562,-0.0919483468550388,0.00937182210925373,1512347428281.72,1512384839
"46",50.0115,0.62060802,0.179934,0,7.79799191,7.792439,1.9580386,1.27679353,1.267346,0.08763454,0.59655217,0.484205,0,8.68004993,8.724262,1.96131791,-0.02168454,9.742306,10,-0.04709613,9.235611,10,98.649,145.44,-84.3408,92.6802,151.74,1394516.7828,1597835.8926,2.88788981080169,0.260634732346418,-0.423425854862438,0.0139702864225244,-0.0989908071250388,0.00617181014925373,1512347428281.52,1512384839.75
"47",50.8125,7.5868906,7.492045,1.79988782,5.3228957,5.342928,1.17533783,1.23715137,1.246028,0.34892706,7.01666054,7.014129,1.79504031,3.4654691,3.462701,0.62932996,-0.0220234,6.495901,10,-0.05206552,0.467622,10,164.3562,143.82,-84.42,136.0944,128.8422,1419481.3086,1623335.0328,2.48520558244169,0.160631056436418,-0.434223449102438,-0.00833777800927562,-0.0804961571078388,0.00513219852925373,1512347428280.66,1512384840
"48",51.6135,9.32097919,9.301662,2.13766836,3.66899178,3.672454,0.72251282,4.07501013,4.074469,0.95625998,2.78116197,2.779067,0.51430763,5.19910723,5.189513,1.32107515,-0.02055509,2.520981,10,-0.04777383,3.247385,10,172.719,134.64,-101.115,119.871,132.9642,1444515.6222,1648719.3672,2.24226014897169,0.0962850497164179,-0.156834986792438,-0.0126573513948756,-0.0745824872484388,0.00387714134925373,1512347428282.12,1512384841
"49",52.4135,1.83212065,1.83656,0.25344855,1.26516167,1.265908,0.18860927,1.78400972,1.78335,0.18502152,9.45154736,9.43147,2.32525772,0.90905874,0.904099,0.07202369,-0.0185222,2.5631,10,-0.05183966,9.257623,10,124.7652,102.5874,-89.3088,144.6354,91.8846,1465335.7992,1674540.6966,1.90623942166169,0.0124848050964179,-0.841968498122438,-0.0295525348124756,-0.0603408834122388,0.00300429299925373,1512347428280.01,1512384842
"50",53.2145,9.27139826,9.29056,2.15470975,9.59691219,9.604909,2.45944283,9.33363899,9.330189,2.05788214,4.02339557,4.047667,0.88235565,9.56177745,9.502266,2.43841197,-0.01942573,0.245956,10,-0.0433692,9.696762,10,179.1198,167.5008,-129.1968,137.88,154.5192,1489271.355,1699578.3726,2.70303653171169,0.117180153736418,-1.01731163651244,-0.0221897369152756,-0.0791683256832388,0.00663805403925373,1512347428279.6,1512384843
"51",54.0155,2.37638075,2.369404,0.37123561,5.99828127,6.008277,1.25949332,9.11125884,9.148734,1.80735167,8.67203115,8.672975,2.179747,6.24764798,6.251776,1.31456809,-0.02518569,1.50235,10,-0.05206561,7.916308,10,142.0452,155.88,-129.24,151.3764,147.78,1514077.3836,1724728.5126,2.81748394924169,0.0680971791464179,-1.72967139689244,-0.0325886717834756,-0.0797357822438388,0.00613147849925373,1512347428281.94,1512384843.79
"52",54.8165,0.60750688,0.419923,0,3.2631957,3.262281,0.61748628,5.19187994,5.191514,0.86411173,5.9399976,5.992627,1.22589287,6.24787382,6.2471,1.28367542,-0.01863517,6.643694,10,-0.05048439,5.15595,10,98.55,131.994,-116.82,140.6538,144.18,1539112.4334,1750097.6784,2.91148933100169,0.0728360429664179,-1.46995769450244,-0.0261575447598756,-0.0896549110490388,0.00485361287925373,1512347428280.69,1512384844
"53",55.6165,8.83126908,8.845563,2.01685149,6.92518589,6.943553,1.76351925,3.62347351,3.57141,0.58177916,5.43029673,5.43147,1.42100523,4.8175939,4.809515,0.9487167,-0.02055515,5.44194,10,-0.0500327,9.382417,10,176.9904,152.6634,-110.88,139.563,138.78,1564202.3634,1775534.1048,2.61968269977169,0.0972853310964179,-0.508251134042438,-0.0199869072524756,-0.0831291868444388,0.00510238389925373,1512347428282.22,1512384845
"54",56.4175,5.44124701,5.47567,1.06867953,0.76596379,0.761059,0.08208919,7.49101239,7.493815,1.62087092,1.85640433,1.858791,0.29382185,3.51504995,3.50953,0.63402131,-0.02608922,9.277479,10,-0.05195265,0.031573,10,162.9,96.2064,-117.36,114.8652,127.899,1589066.802,1801192.9554,1.91976166052169,-0.0460748957835821,-0.394245029872438,-0.0299639141748756,-0.0629045543194388,0.00165872709925373,1512347428280.75,1512384846
"55",57.2185,7.30521703,7.306558,1.6888222,5.23039729,5.248874,1.39002234,7.48762421,7.496914,1.63165898,3.33965316,3.344594,0.94184644,4.89936292,4.90168,1.2575863,-0.02473394,8.321304,10,-0.0507103,9.312505,10,170.5914,138.7188,-120.3102,125.3358,134.28,1614038.5134,1826635.5252,2.08584850470169,-0.0272443179235821,-0.513393616482438,-0.0305115022220756,-0.0653226297230388,0.00278636610925373,1512347428280.42,1512384847
"56",58.0195,0.69672991,0.611685,0,6.74933715,6.778168,1.71965985,0.86286618,0.426539,0,6.4695762,6.469514,1.65395875,5.80446889,5.808137,1.4636926,-0.02800925,9.292359,10,-0.05748671,2.340799,10,107.1216,145.8,-83.7324,136.9818,137.34,1638991.9368,1851937.074,2.68864543010169,0.155810288566418,-0.988893476852438,-0.00693885327187562,-0.0853741775710388,0.00521167150925373,1512347428280.58,1512384847.83
"57",58.8195,4.82470479,4.827328,1.16882702,0.36107144,0.288693,0,7.70458316,7.712528,1.68540679,7.95564876,7.93458,1.98695408,5.59812641,5.593128,1.1640909,-0.02879977,1.172364,10,-0.04314329,6.743693,10,150.48,82.9998,-120.2886,144.9,139.68,1663959.987,1877230.8846,2.65751822303169,0.134080342466418,-1.53247158628244,-0.0218968885498756,-0.0797703214696388,0.00589522140925373,1512347428282.64,1512384848
"58",59.6205,0.70079576,0.094776,0,0.66804423,0.680139,0.2957878,6.53496988,6.54847,1.16901376,6.31699336,6.299001,1.30676648,5.1853285,5.204111,1.05225486,-0.02371748,2.902665,10,-0.05703497,2.304758,10,101.1276,79.9074,-117.54,139.14,137.88,1689095.0142,1902713.355,2.65321135731169,0.0624989885964179,-1.53544778122244,-0.0262486295224756,-0.0819889310352388,0.00426477658925373,1512347428281.22,1512384849
